topic,count,mean,std
13,6,3.333,2.582
0,1116,1.657,4.033
-1,530,1.030,3.211
3,19,1.000,3.367
1,235,0.315,2.014
4,18,0.000,0.000
2,21,0.000,0.000
5,16,0.000,0.000
6,13,0.000,0.000
8,11,0.000,0.000
7,12,0.000,0.000
9,10,0.000,0.000
11,8,0.000,0.000
10,10,-1.300,3.529
12,6,-3.333,4.082
