topic,count,mean,std
3,54,2.444,2.826
1,93,2.097,2.859
0,139,1.173,2.368
9,21,0.619,1.596
-1,187,0.545,1.791
17,10,0.300,0.949
19,8,0.250,0.707
4,44,0.205,0.668
2,56,0.125,0.764
6,23,0.087,0.417
8,22,0.000,0.000
7,23,0.000,0.000
5,35,0.000,0.000
10,16,0.000,0.000
13,12,0.000,0.000
14,11,0.000,0.000
11,15,0.000,0.000
12,13,0.000,0.000
21,7,0.000,0.000
16,11,0.000,0.000
18,9,0.000,0.000
20,7,0.000,0.000
23,6,0.000,0.000
22,6,0.000,0.000
24,5,0.000,0.000
15,11,-0.182,0.603
