topic,count,mean,std
12,11,4.909,4.206
11,11,2.909,2.844
10,12,1.250,2.261
2,64,0.906,2.838
18,9,0.556,1.667
13,11,0.455,1.508
0,2835,0.293,1.658
-1,1036,0.219,1.482
3,56,0.089,1.164
1,431,0.042,0.509
4,30,0.000,0.000
5,23,0.000,0.000
19,9,0.000,0.000
7,15,0.000,0.000
14,10,0.000,0.000
9,12,0.000,0.000
21,6,0.000,0.000
15,10,0.000,0.000
16,9,0.000,0.000
17,9,0.000,0.000
22,5,0.000,0.000
20,7,0.000,0.000
6,15,-0.133,3.907
8,13,-0.385,1.387
