topic,count,mean,std
8,9,2.222,2.635
-1,305,0.387,1.845
2,28,0.357,1.890
0,660,0.350,1.485
3,24,0.083,0.408
1,110,0.064,0.390
4,19,0.000,0.000
5,13,0.000,0.000
6,10,0.000,0.000
7,10,0.000,0.000
9,8,0.000,0.000
10,7,0.000,0.000
11,6,0.000,0.000
12,5,0.000,0.000
